#SeqID	Length	Prediction
NODE_72_length_8150_cov_112.594	8150	Plasmid
NODE_73_length_8059_cov_33.1314	8059	Chromosome
NODE_74_length_8051_cov_107.218	8051	Plasmid
NODE_75_length_8046_cov_110.506	8046	Plasmid
NODE_76_length_7941_cov_145.019	7941	Plasmid
NODE_77_length_6983_cov_115.927	6983	Plasmid
NODE_78_length_6581_cov_78.9866	6581	Plasmid
NODE_79_length_6291_cov_41.4244	6291	Chromosome
NODE_80_length_6114_cov_108.741	6114	Chromosome
NODE_81_length_5813_cov_75.4318	5813	Plasmid
NODE_82_length_5723_cov_111.386	5723	Plasmid
NODE_83_length_5491_cov_94.6849	5491	Plasmid
NODE_84_length_4644_cov_151.303	4644	Chromosome
NODE_85_length_4395_cov_45.3059	4395	Chromosome
NODE_86_length_4250_cov_47.4738	4250	Plasmid
NODE_87_length_4246_cov_106.521	4246	Chromosome
NODE_88_length_3811_cov_97.7043	3811	Chromosome
NODE_89_length_3486_cov_184.358	3486	Plasmid
NODE_90_length_3328_cov_49.9994	3328	Chromosome
NODE_91_length_3266_cov_43.0969	3266	Plasmid
NODE_92_length_2987_cov_67.7237	2987	Plasmid
NODE_93_length_2976_cov_29.9379	2976	Chromosome
NODE_94_length_2959_cov_363.314	2959	Plasmid
NODE_95_length_2273_cov_195.658	2273	Plasmid
NODE_96_length_2078_cov_51.022	2078	Chromosome
NODE_97_length_2027_cov_48.5959	2027	Chromosome
NODE_98_length_1927_cov_80.593	1927	Plasmid
NODE_99_length_1867_cov_33.8324	1867	Chromosome
NODE_100_length_1800_cov_47.8102	1800	Plasmid
NODE_101_length_1737_cov_1419.82	1737	Plasmid
NODE_102_length_1495_cov_77.3286	1495	Chromosome
NODE_103_length_1463_cov_317.486	1463	Plasmid
NODE_104_length_1452_cov_69.2422	1452	Plasmid
NODE_105_length_1403_cov_288.1	1403	Plasmid
NODE_106_length_1379_cov_333.974	1379	Plasmid
NODE_107_length_1356_cov_112.484	1356	Plasmid
NODE_108_length_1340_cov_201.947	1340	Plasmid
NODE_109_length_1244_cov_58.8706	1244	Plasmid
NODE_110_length_1182_cov_49.0552	1182	Chromosome
NODE_111_length_1142_cov_50.0967	1142	Chromosome
NODE_112_length_1127_cov_161.977	1127	Plasmid
NODE_113_length_1090_cov_1195.18	1090	Plasmid
NODE_114_length_1063_cov_105.7	1063	Plasmid
NODE_115_length_1058_cov_70.9154	1058	Plasmid
NODE_116_length_973_cov_1249.27	973	Plasmid
NODE_117_length_959_cov_93.3095	959	Chromosome
NODE_118_length_958_cov_91.9376	958	Chromosome
NODE_119_length_911_cov_71.295	911	Chromosome
NODE_120_length_839_cov_200.079	839	Plasmid
NODE_121_length_820_cov_566.249	820	Chromosome
NODE_122_length_786_cov_0.866008	786	Plasmid
NODE_123_length_778_cov_214.471	778	Plasmid
NODE_124_length_768_cov_243.622	768	Plasmid
NODE_125_length_738_cov_689.589	738	Chromosome
NODE_126_length_738_cov_643.327	738	Chromosome
NODE_127_length_712_cov_39.6315	712	Plasmid
NODE_128_length_549_cov_0.847458	549	Plasmid
NODE_129_length_525_cov_0.823661	525	Chromosome
NODE_130_length_497_cov_1.38333	497	Chromosome
NODE_131_length_495_cov_40.1244	495	Plasmid
NODE_132_length_494_cov_175.868	494	Plasmid
NODE_133_length_485_cov_3.29902	485	Chromosome
NODE_134_length_471_cov_1.07614	471	Chromosome
NODE_135_length_467_cov_1.38462	467	Chromosome
NODE_136_length_452_cov_1.45067	452	Chromosome
NODE_137_length_445_cov_1.09511	445	Plasmid
NODE_138_length_445_cov_0.907609	445	Plasmid
NODE_139_length_432_cov_0.732394	432	Plasmid
NODE_140_length_403_cov_1.1319	403	Chromosome
NODE_141_length_392_cov_39.9429	392	Plasmid
NODE_142_length_391_cov_1.17516	391	Plasmid
NODE_143_length_388_cov_0.919614	388	Chromosome
NODE_144_length_385_cov_0.717532	385	Plasmid
NODE_145_length_382_cov_0.708197	382	Chromosome
NODE_146_length_378_cov_1.04983	378	Chromosome
NODE_147_length_375_cov_0.825503	375	Chromosome
NODE_148_length_372_cov_0.786441	372	Chromosome
NODE_149_length_371_cov_0.836735	371	Plasmid
NODE_150_length_371_cov_0.836735	371	Chromosome
NODE_151_length_368_cov_0.835052	368	Plasmid
NODE_152_length_368_cov_0.769759	368	Chromosome
NODE_153_length_365_cov_0.840278	365	Chromosome
NODE_154_length_365_cov_0.847222	365	Plasmid
NODE_155_length_365_cov_0.854167	365	Chromosome
NODE_156_length_363_cov_0.783217	363	Chromosome
NODE_157_length_362_cov_1.53333	362	Plasmid
NODE_158_length_361_cov_0.866197	361	Plasmid
NODE_159_length_360_cov_0.865724	360	Plasmid
NODE_160_length_360_cov_0.805654	360	Chromosome
NODE_161_length_359_cov_0.812057	359	Plasmid
NODE_162_length_358_cov_1.24911	358	Chromosome
NODE_163_length_358_cov_0.871886	358	Plasmid
NODE_164_length_358_cov_0.811388	358	Plasmid
NODE_165_length_356_cov_2.87097	356	Plasmid
NODE_166_length_356_cov_743.136	356	Plasmid
NODE_167_length_355_cov_0.884892	355	Plasmid
NODE_168_length_355_cov_1.20863	355	Plasmid
NODE_169_length_354_cov_0.888087	354	Plasmid
NODE_170_length_353_cov_0.891304	353	Plasmid
NODE_171_length_352_cov_0.894545	352	Chromosome
NODE_172_length_352_cov_1.01091	352	Plasmid
NODE_173_length_351_cov_0.89781	351	Plasmid
NODE_174_length_351_cov_0.872263	351	Chromosome
NODE_175_length_351_cov_23.9343	351	Plasmid
NODE_176_length_350_cov_0.849817	350	Plasmid
NODE_177_length_350_cov_0.81685	350	Plasmid
NODE_178_length_350_cov_0.85348	350	Chromosome
NODE_179_length_349_cov_0.904412	349	Plasmid
NODE_180_length_349_cov_0.904412	349	Plasmid
NODE_181_length_344_cov_0.842697	344	Chromosome
NODE_182_length_343_cov_0.883459	343	Plasmid
NODE_183_length_342_cov_0.928302	342	Plasmid
NODE_184_length_342_cov_0.920755	342	Chromosome
NODE_185_length_341_cov_0.931818	341	Chromosome
NODE_186_length_340_cov_0.935361	340	Chromosome
NODE_187_length_340_cov_0.931559	340	Plasmid
NODE_188_length_340_cov_0.931559	340	Chromosome
NODE_189_length_339_cov_1.34733	339	Plasmid
NODE_190_length_339_cov_0.801527	339	Plasmid
NODE_191_length_339_cov_0.938931	339	Chromosome
NODE_192_length_339_cov_0.805344	339	Plasmid
NODE_193_length_338_cov_0.942529	338	Chromosome
NODE_194_length_338_cov_0.831418	338	Chromosome
NODE_195_length_337_cov_1.39615	337	Chromosome
NODE_196_length_337_cov_0.946154	337	Plasmid
NODE_197_length_336_cov_0.945946	336	Chromosome
NODE_198_length_336_cov_0.876448	336	Chromosome
NODE_199_length_335_cov_0.953488	335	Chromosome
NODE_200_length_335_cov_0.949612	335	Chromosome
NODE_201_length_335_cov_0.852713	335	Plasmid
NODE_202_length_333_cov_0.921875	333	Plasmid
NODE_203_length_333_cov_0.960938	333	Plasmid
NODE_204_length_333_cov_1.44141	333	Plasmid
NODE_205_length_332_cov_1.08627	332	Chromosome
NODE_206_length_332_cov_1.3098	332	Plasmid
NODE_207_length_331_cov_0.866142	331	Chromosome
NODE_208_length_331_cov_0.543307	331	Chromosome
NODE_209_length_330_cov_0.916996	330	Chromosome
NODE_210_length_328_cov_0.864542	328	Chromosome
NODE_211_length_327_cov_0.98	327	Plasmid
NODE_212_length_325_cov_0.943548	325	Plasmid
NODE_213_length_325_cov_0.987903	325	Chromosome
NODE_214_length_325_cov_0.991935	325	Chromosome
NODE_215_length_323_cov_0.99187	323	Chromosome
NODE_216_length_323_cov_1	323	Plasmid
NODE_217_length_323_cov_0.861789	323	Plasmid
NODE_218_length_322_cov_0.906122	322	Plasmid
NODE_219_length_322_cov_141.171	322	Chromosome
NODE_220_length_321_cov_0.848361	321	Plasmid
NODE_221_length_321_cov_0.77459	321	Chromosome
NODE_222_length_320_cov_1.01235	320	Plasmid
NODE_223_length_320_cov_0.975309	320	Chromosome
NODE_224_length_320_cov_0.979424	320	Chromosome
NODE_225_length_319_cov_1.01653	319	Chromosome
NODE_226_length_319_cov_0.979339	319	Chromosome
NODE_227_length_319_cov_0.921488	319	Chromosome
NODE_228_length_319_cov_41.8182	319	Plasmid
NODE_229_length_318_cov_1.02075	318	Plasmid
NODE_230_length_318_cov_1.02075	318	Chromosome
NODE_231_length_318_cov_0.775934	318	Plasmid
NODE_232_length_318_cov_0.887967	318	Plasmid
NODE_233_length_316_cov_1	316	Plasmid
NODE_234_length_316_cov_1.02929	316	Plasmid
NODE_235_length_316_cov_0.979079	316	Chromosome
NODE_236_length_316_cov_0.841004	316	Plasmid
NODE_237_length_315_cov_1.02941	315	Chromosome
NODE_238_length_315_cov_1.03361	315	Chromosome
NODE_239_length_313_cov_1.03814	313	Chromosome
NODE_240_length_313_cov_1.04237	313	Plasmid
NODE_241_length_313_cov_0.919492	313	Chromosome
NODE_242_length_312_cov_1.04681	312	Plasmid
NODE_243_length_312_cov_1.04681	312	Chromosome
NODE_244_length_312_cov_1.04681	312	Plasmid
NODE_245_length_312_cov_0.910638	312	Chromosome
NODE_246_length_312_cov_0.761702	312	Plasmid
NODE_247_length_311_cov_1.35897	311	Chromosome
NODE_248_length_310_cov_0.974249	310	Plasmid
NODE_249_length_310_cov_0.991416	310	Chromosome
NODE_250_length_310_cov_1.03863	310	Plasmid
NODE_251_length_310_cov_0.909871	310	Plasmid
NODE_252_length_308_cov_1.06494	308	Plasmid
NODE_253_length_307_cov_1.06957	307	Plasmid
NODE_254_length_307_cov_1.00435	307	Plasmid
NODE_255_length_307_cov_1.06957	307	Plasmid
NODE_256_length_307_cov_1.04348	307	Plasmid
NODE_257_length_307_cov_1.19565	307	Plasmid
NODE_258_length_306_cov_0.759825	306	Chromosome
NODE_259_length_306_cov_1.0262	306	Plasmid
NODE_260_length_306_cov_114.07	306	Plasmid
NODE_261_length_305_cov_1.05702	305	Plasmid
NODE_262_length_305_cov_1.07895	305	Plasmid
NODE_263_length_305_cov_1.07895	305	Plasmid
NODE_264_length_305_cov_70.2544	305	Plasmid
NODE_265_length_304_cov_1	304	Chromosome
NODE_266_length_303_cov_1.07522	303	Plasmid
NODE_267_length_302_cov_1.08444	302	Plasmid
NODE_268_length_302_cov_1.08889	302	Chromosome
NODE_269_length_301_cov_1.06696	301	Plasmid
NODE_270_length_301_cov_21.433	301	Chromosome
NODE_271_length_301_cov_0.754464	301	Chromosome
NODE_272_length_300_cov_1.08969	300	Chromosome
NODE_273_length_300_cov_1.08969	300	Plasmid
NODE_274_length_300_cov_1.24215	300	Plasmid
NODE_275_length_299_cov_1.10811	299	Plasmid
NODE_276_length_299_cov_1.10811	299	Chromosome
NODE_277_length_299_cov_1.10811	299	Chromosome
NODE_278_length_299_cov_1.08559	299	Chromosome
NODE_279_length_299_cov_1.33784	299	Chromosome
NODE_280_length_298_cov_0.769231	298	Chromosome
NODE_281_length_298_cov_1.1086	298	Chromosome
NODE_282_length_297_cov_1.11818	297	Plasmid
NODE_283_length_297_cov_0.936364	297	Plasmid
NODE_284_length_296_cov_1.12329	296	Chromosome
NODE_285_length_295_cov_1.12844	295	Plasmid
NODE_286_length_294_cov_1.03687	294	Chromosome
NODE_287_length_294_cov_1.46544	294	Chromosome
NODE_288_length_294_cov_0.9447	294	Plasmid
NODE_289_length_294_cov_1.30876	294	Chromosome
NODE_290_length_293_cov_1.13889	293	Chromosome
NODE_291_length_293_cov_0.796296	293	Plasmid
NODE_292_length_293_cov_0.935185	293	Chromosome
NODE_293_length_293_cov_1.50463	293	Chromosome
NODE_294_length_291_cov_1.71963	291	Plasmid
NODE_295_length_291_cov_0.817757	291	Chromosome
NODE_296_length_290_cov_1.00939	290	Chromosome
NODE_297_length_290_cov_1.15493	290	Chromosome
NODE_298_length_290_cov_0.816901	290	Plasmid
NODE_299_length_290_cov_1.15493	290	Plasmid
NODE_300_length_289_cov_1.14151	289	Plasmid
NODE_301_length_288_cov_0.957346	288	Plasmid
NODE_302_length_287_cov_1.17143	287	Plasmid
NODE_303_length_287_cov_1.17143	287	Plasmid
NODE_304_length_286_cov_0.851675	286	Plasmid
NODE_305_length_286_cov_1.17225	286	Plasmid
NODE_306_length_284_cov_1.18841	284	Plasmid
NODE_307_length_284_cov_1.18357	284	Chromosome
NODE_308_length_282_cov_1.2	282	Plasmid
NODE_309_length_281_cov_1.18627	281	Chromosome
NODE_310_length_281_cov_1.17157	281	Plasmid
NODE_311_length_281_cov_1.02941	281	Chromosome
NODE_312_length_281_cov_1.20098	281	Plasmid
NODE_313_length_281_cov_1.06863	281	Chromosome
NODE_314_length_281_cov_0.995098	281	Chromosome
NODE_315_length_280_cov_1.21182	280	Chromosome
NODE_316_length_280_cov_1.05419	280	Plasmid
NODE_317_length_279_cov_1.21782	279	Chromosome
NODE_318_length_279_cov_1.21287	279	Chromosome
NODE_319_length_278_cov_1.22388	278	Plasmid
NODE_320_length_278_cov_1.1393	278	Plasmid
NODE_321_length_278_cov_0.925373	278	Plasmid
NODE_322_length_278_cov_1.22388	278	Plasmid
NODE_323_length_278_cov_1.02488	278	Chromosome
NODE_324_length_278_cov_0.721393	278	Chromosome
NODE_325_length_256_cov_692.648	256	Plasmid
NODE_326_length_254_cov_46.4746	254	Plasmid
NODE_327_length_232_cov_71.5097	232	Plasmid
NODE_328_length_203_cov_26	203	Plasmid
NODE_329_length_194_cov_28.8291	194	Chromosome
NODE_330_length_192_cov_10.8609	192	Plasmid
NODE_331_length_191_cov_14.9649	191	Chromosome
NODE_332_length_188_cov_23.6667	188	Chromosome
NODE_333_length_181_cov_10.1635	181	Chromosome
NODE_334_length_180_cov_177.718	180	Plasmid
NODE_335_length_175_cov_215.969	175	Chromosome
NODE_336_length_162_cov_58.3059	162	Plasmid
NODE_337_length_157_cov_68.3375	157	Chromosome
NODE_338_length_157_cov_199.238	157	Plasmid
NODE_339_length_156_cov_38.4684	156	Chromosome
NODE_340_length_155_cov_172.41	155	Chromosome
NODE_341_length_154_cov_106.247	154	Plasmid
NODE_342_length_153_cov_53.3553	153	Chromosome
NODE_343_length_153_cov_91.6316	153	Chromosome
NODE_344_length_153_cov_71.1184	153	Plasmid
NODE_345_length_153_cov_10.7632	153	Chromosome
NODE_346_length_153_cov_12.3158	153	Chromosome
NODE_347_length_153_cov_14.4342	153	Chromosome
NODE_348_length_153_cov_13.9605	153	Chromosome
NODE_349_length_153_cov_15.6974	153	Chromosome
NODE_350_length_153_cov_19.9211	153	Chromosome
NODE_351_length_152_cov_10.2667	152	Chromosome
NODE_352_length_152_cov_10.5067	152	Chromosome
NODE_353_length_152_cov_11.0267	152	Chromosome
NODE_354_length_152_cov_31.32	152	Chromosome
NODE_355_length_151_cov_11.473	151	Chromosome
NODE_356_length_144_cov_1078.85	144	Chromosome
NODE_357_length_140_cov_20.3968	140	Plasmid
NODE_358_length_138_cov_17.377	138	Plasmid
NODE_359_length_131_cov_2.22222	131	Plasmid
NODE_360_length_127_cov_15.5	127	Plasmid
NODE_361_length_125_cov_153.583	125	Plasmid
NODE_362_length_120_cov_46.6977	120	Chromosome
NODE_363_length_120_cov_152.372	120	Chromosome
NODE_364_length_120_cov_90.3256	120	Chromosome
NODE_365_length_112_cov_73.3143	112	Plasmid
NODE_366_length_112_cov_168.886	112	Plasmid
NODE_367_length_106_cov_59.1034	106	Plasmid
NODE_368_length_104_cov_2.25926	104	Chromosome
NODE_369_length_101_cov_49.1667	101	Plasmid
NODE_370_length_99_cov_177.773	99	Chromosome
NODE_371_length_94_cov_58.2353	94	Chromosome
NODE_372_length_88_cov_76.5455	88	Plasmid
NODE_373_length_87_cov_63.3	87	Plasmid
NODE_374_length_83_cov_42	83	Chromosome
NODE_375_length_82_cov_32	82	Plasmid
NODE_376_length_80_cov_53.3333	80	Plasmid
NODE_377_length_79_cov_46.5	79	Chromosome
NODE_378_length_79_cov_474	79	Plasmid
NODE_379_length_79_cov_48.5	79	Plasmid
NODE_380_length_79_cov_306.5	79	Chromosome
NODE_381_length_78_cov_165	78	Chromosome
NODE_382_length_78_cov_416	78	Chromosome
NODE_383_length_78_cov_618	78	Chromosome
NODE_384_length_78_cov_998	78	Chromosome
NODE_385_length_78_cov_1195	78	Plasmid
NODE_386_length_78_cov_450	78	Chromosome
NODE_387_length_78_cov_13	78	Chromosome
NODE_388_length_78_cov_47	78	Chromosome
NODE_389_length_78_cov_19	78	Chromosome
NODE_390_length_78_cov_24	78	Chromosome
NODE_391_length_78_cov_27	78	Chromosome
NODE_392_length_78_cov_715	78	Chromosome
