#SeqID	Length	Prediction
pos_371	500	Plasmid
pos_372	500	Chromosome
pos_373	500	Chromosome
pos_374	500	Chromosome
pos_375	500	Plasmid
pos_376	500	Plasmid
pos_377	500	Chromosome
pos_378	500	Chromosome
pos_379	500	Chromosome
pos_380	500	Chromosome
pos_381	500	Plasmid
pos_382	500	Chromosome
pos_383	500	Chromosome
pos_384	500	Chromosome
pos_385	500	Chromosome
pos_386	500	Plasmid
pos_387	500	Plasmid
pos_388	500	Chromosome
pos_389	500	Chromosome
pos_390	500	Chromosome
pos_391	500	Chromosome
pos_392	500	Plasmid
pos_393	500	Plasmid
pos_394	500	Plasmid
pos_395	500	Chromosome
pos_396	500	Chromosome
pos_397	500	Chromosome
pos_398	500	Plasmid
pos_399	500	Plasmid
pos_400	500	Plasmid
pos_401	500	Plasmid
pos_402	500	Plasmid
pos_403	500	Chromosome
pos_404	500	Plasmid
pos_405	500	Plasmid
pos_406	500	Plasmid
pos_407	500	Chromosome
pos_408	500	Plasmid
pos_409	500	Plasmid
pos_410	500	Plasmid
pos_411	500	Chromosome
pos_412	500	Chromosome
pos_413	500	Plasmid
pos_414	500	Plasmid
pos_415	500	Plasmid
pos_416	500	Chromosome
pos_417	500	Chromosome
pos_418	500	Chromosome
pos_419	500	Chromosome
pos_420	500	Chromosome
pos_421	500	Chromosome
pos_422	500	Chromosome
pos_423	500	Plasmid
pos_424	500	Plasmid
pos_425	500	Chromosome
pos_426	500	Plasmid
pos_427	500	Chromosome
pos_428	500	Plasmid
pos_429	500	Plasmid
pos_430	500	Plasmid
pos_431	500	Chromosome
pos_432	500	Plasmid
pos_433	500	Plasmid
pos_434	500	Chromosome
pos_435	500	Plasmid
pos_436	500	Chromosome
pos_437	500	Plasmid
pos_438	500	Chromosome
pos_439	500	Plasmid
pos_440	500	Plasmid
pos_441	500	Plasmid
pos_442	500	Chromosome
pos_443	500	Plasmid
pos_444	500	Chromosome
pos_445	500	Plasmid
pos_446	500	Plasmid
pos_447	500	Chromosome
pos_448	500	Plasmid
pos_449	500	Plasmid
pos_450	500	Plasmid
pos_451	500	Chromosome
pos_452	500	Plasmid
pos_453	500	Chromosome
pos_454	500	Plasmid
pos_455	500	Plasmid
pos_456	500	Plasmid
pos_457	500	Plasmid
pos_458	500	Chromosome
pos_459	500	Plasmid
pos_460	500	Plasmid
pos_461	500	Chromosome
pos_462	500	Chromosome
pos_463	500	Plasmid
pos_464	500	Plasmid
pos_465	500	Chromosome
pos_466	500	Plasmid
pos_467	500	Chromosome
pos_468	500	Chromosome
pos_469	500	Plasmid
pos_470	500	Chromosome
pos_471	500	Plasmid
pos_472	500	Plasmid
pos_473	500	Plasmid
pos_474	500	Chromosome
pos_475	500	Chromosome
pos_476	500	Plasmid
pos_477	500	Plasmid
pos_478	500	Plasmid
pos_479	500	Chromosome
pos_480	500	Plasmid
pos_481	500	Plasmid
pos_482	500	Plasmid
pos_483	500	Plasmid
pos_484	500	Chromosome
pos_485	500	Chromosome
pos_486	500	Plasmid
pos_487	500	Chromosome
pos_488	500	Plasmid
pos_489	500	Chromosome
pos_490	500	Plasmid
pos_491	500	Chromosome
pos_492	500	Plasmid
pos_493	500	Chromosome
pos_494	500	Plasmid
pos_495	500	Plasmid
pos_496	500	Chromosome
pos_497	500	Plasmid
pos_498	500	Plasmid
pos_499	500	Plasmid
pos_500	500	Plasmid
pos_501	500	Plasmid
pos_502	500	Plasmid
pos_503	500	Plasmid
pos_504	500	Plasmid
pos_505	500	Plasmid
pos_506	500	Plasmid
pos_507	500	Plasmid
pos_508	500	Plasmid
pos_509	500	Chromosome
pos_510	500	Chromosome
pos_511	500	Chromosome
pos_512	500	Plasmid
pos_513	500	Plasmid
pos_514	500	Plasmid
pos_515	500	Plasmid
pos_516	500	Chromosome
pos_517	500	Plasmid
pos_518	500	Chromosome
pos_519	500	Plasmid
pos_520	500	Plasmid
pos_521	500	Chromosome
pos_522	500	Chromosome
pos_523	500	Plasmid
pos_524	500	Chromosome
pos_525	500	Plasmid
pos_526	500	Chromosome
pos_527	500	Chromosome
pos_528	500	Chromosome
pos_529	500	Chromosome
pos_530	500	Chromosome
pos_531	500	Chromosome
pos_532	500	Chromosome
pos_533	500	Chromosome
pos_534	500	Plasmid
pos_535	500	Chromosome
pos_536	500	Plasmid
pos_537	500	Plasmid
pos_538	500	Chromosome
pos_539	500	Chromosome
pos_540	500	Plasmid
pos_541	500	Plasmid
pos_542	500	Plasmid
pos_543	500	Plasmid
pos_544	500	Plasmid
pos_545	500	Chromosome
pos_546	500	Chromosome
pos_547	500	Chromosome
pos_548	500	Plasmid
pos_549	500	Chromosome
pos_550	500	Chromosome
pos_551	500	Plasmid
pos_552	500	Plasmid
pos_553	500	Plasmid
pos_554	500	Plasmid
pos_555	500	Plasmid
pos_556	500	Chromosome
pos_557	500	Chromosome
pos_558	500	Chromosome
pos_559	500	Plasmid
pos_560	500	Chromosome
pos_561	500	Plasmid
pos_562	500	Plasmid
pos_563	500	Chromosome
pos_564	500	Chromosome
pos_565	500	Plasmid
pos_566	500	Plasmid
pos_567	500	Plasmid
pos_568	500	Plasmid
pos_569	500	Chromosome
pos_570	500	Plasmid
pos_571	500	Chromosome
pos_572	500	Chromosome
pos_573	500	Plasmid
pos_574	500	Chromosome
pos_575	500	Chromosome
pos_576	500	Plasmid
pos_577	500	Chromosome
pos_578	500	Chromosome
pos_579	500	Plasmid
pos_580	500	Chromosome
pos_581	500	Plasmid
pos_582	500	Plasmid
pos_583	500	Plasmid
pos_584	500	Plasmid
pos_585	500	Plasmid
pos_586	500	Plasmid
pos_587	500	Plasmid
pos_588	500	Plasmid
pos_589	500	Plasmid
pos_590	500	Plasmid
pos_591	500	Plasmid
pos_592	500	Plasmid
pos_593	500	Plasmid
pos_594	500	Chromosome
pos_595	500	Plasmid
pos_596	500	Plasmid
pos_597	500	Chromosome
pos_598	500	Plasmid
pos_599	500	Chromosome
pos_600	500	Plasmid
pos_601	500	Chromosome
pos_602	500	Chromosome
pos_603	500	Chromosome
pos_604	500	Chromosome
pos_605	500	Chromosome
pos_606	500	Chromosome
pos_607	500	Chromosome
pos_608	500	Chromosome
pos_609	500	Chromosome
pos_610	500	Chromosome
pos_611	500	Chromosome
pos_612	500	Chromosome
pos_613	500	Plasmid
pos_614	500	Plasmid
pos_615	500	Chromosome
pos_616	500	Plasmid
pos_617	500	Chromosome
pos_618	500	Chromosome
pos_619	500	Plasmid
pos_620	500	Plasmid
pos_621	500	Plasmid
pos_622	500	Plasmid
pos_623	500	Plasmid
pos_624	500	Plasmid
pos_625	500	Plasmid
pos_626	500	Plasmid
pos_627	500	Plasmid
pos_628	500	Plasmid
pos_629	500	Plasmid
pos_630	500	Plasmid
pos_631	500	Plasmid
pos_632	500	Plasmid
pos_633	500	Chromosome
pos_634	500	Plasmid
pos_635	500	Chromosome
pos_636	500	Chromosome
pos_637	500	Chromosome
pos_638	500	Plasmid
pos_639	500	Chromosome
pos_640	500	Plasmid
pos_641	500	Plasmid
pos_642	500	Plasmid
pos_643	500	Chromosome
pos_644	500	Chromosome
pos_645	500	Chromosome
pos_646	500	Plasmid
pos_647	500	Plasmid
pos_648	500	Plasmid
pos_649	500	Plasmid
pos_650	500	Chromosome
pos_651	500	Plasmid
pos_652	500	Plasmid
pos_653	500	Plasmid
pos_654	500	Plasmid
pos_655	500	Plasmid
pos_656	500	Plasmid
pos_657	500	Plasmid
pos_658	500	Plasmid
pos_659	500	Chromosome
pos_660	500	Chromosome
pos_661	500	Chromosome
pos_662	500	Chromosome
pos_663	500	Plasmid
pos_664	500	Plasmid
pos_665	500	Chromosome
pos_666	500	Chromosome
pos_667	500	Plasmid
pos_668	500	Plasmid
pos_669	500	Chromosome
pos_670	500	Chromosome
pos_671	500	Chromosome
pos_672	500	Plasmid
pos_673	500	Chromosome
pos_674	500	Chromosome
pos_675	500	Chromosome
pos_676	500	Plasmid
pos_677	500	Plasmid
pos_678	500	Plasmid
pos_679	500	Chromosome
pos_680	500	Plasmid
pos_681	500	Chromosome
pos_682	500	Chromosome
pos_683	500	Chromosome
pos_684	500	Chromosome
pos_685	500	Plasmid
pos_686	500	Plasmid
pos_687	500	Plasmid
pos_688	500	Plasmid
pos_689	500	Chromosome
pos_690	500	Plasmid
pos_691	500	Chromosome
pos_692	500	Chromosome
pos_693	500	Chromosome
pos_694	500	Plasmid
pos_695	500	Plasmid
pos_696	500	Plasmid
pos_697	500	Plasmid
pos_698	500	Plasmid
pos_699	500	Plasmid
pos_700	500	Plasmid
pos_701	500	Plasmid
pos_702	500	Plasmid
pos_703	500	Chromosome
pos_704	500	Plasmid
pos_705	500	Plasmid
pos_706	500	Plasmid
pos_707	500	Plasmid
pos_708	500	Plasmid
pos_709	500	Chromosome
pos_710	500	Chromosome
pos_711	500	Plasmid
pos_712	500	Chromosome
pos_713	500	Plasmid
pos_714	500	Plasmid
pos_715	500	Plasmid
pos_716	500	Chromosome
pos_717	500	Plasmid
pos_718	500	Chromosome
pos_719	500	Plasmid
pos_720	500	Plasmid
pos_721	500	Chromosome
pos_722	500	Plasmid
pos_723	500	Plasmid
pos_724	500	Chromosome
pos_725	500	Plasmid
pos_726	500	Plasmid
pos_727	500	Plasmid
pos_728	500	Plasmid
pos_729	500	Chromosome
pos_730	500	Plasmid
pos_731	500	Plasmid
pos_732	500	Plasmid
pos_733	500	Chromosome
pos_734	500	Plasmid
pos_735	500	Chromosome
pos_736	500	Plasmid
pos_737	500	Plasmid
pos_738	500	Chromosome
pos_739	500	Plasmid
pos_740	500	Chromosome
pos_741	500	Plasmid
pos_742	500	Plasmid
pos_743	500	Plasmid
pos_744	500	Plasmid
pos_745	500	Chromosome
pos_746	500	Plasmid
pos_747	500	Chromosome
pos_748	500	Plasmid
pos_749	500	Plasmid
pos_750	500	Chromosome
pos_751	500	Chromosome
pos_752	500	Plasmid
pos_753	500	Plasmid
pos_754	500	Plasmid
pos_755	500	Plasmid
pos_756	500	Plasmid
pos_757	500	Plasmid
pos_758	500	Plasmid
pos_759	500	Plasmid
pos_760	500	Chromosome
pos_761	500	Plasmid
pos_762	500	Chromosome
pos_763	500	Plasmid
pos_764	500	Plasmid
pos_765	500	Chromosome
pos_766	500	Chromosome
pos_767	500	Chromosome
pos_768	500	Chromosome
pos_769	500	Plasmid
pos_770	500	Plasmid
pos_771	500	Plasmid
pos_772	500	Plasmid
pos_773	500	Chromosome
pos_774	500	Plasmid
pos_775	500	Chromosome
pos_776	500	Chromosome
pos_777	500	Chromosome
pos_778	500	Chromosome
pos_779	500	Chromosome
pos_780	500	Plasmid
pos_781	500	Plasmid
pos_782	500	Plasmid
pos_783	500	Chromosome
pos_784	500	Plasmid
pos_785	500	Chromosome
pos_786	500	Chromosome
pos_787	500	Chromosome
pos_788	500	Plasmid
pos_789	500	Chromosome
pos_790	500	Plasmid
pos_791	500	Chromosome
pos_792	500	Plasmid
pos_793	500	Plasmid
pos_794	500	Chromosome
pos_795	500	Plasmid
pos_796	500	Chromosome
pos_797	500	Chromosome
pos_798	500	Plasmid
pos_799	500	Plasmid
pos_800	500	Plasmid
pos_801	500	Chromosome
pos_802	500	Chromosome
pos_803	500	Chromosome
pos_804	500	Chromosome
pos_805	500	Chromosome
pos_806	500	Plasmid
pos_807	500	Chromosome
pos_808	500	Plasmid
pos_809	500	Plasmid
pos_810	500	Chromosome
pos_811	500	Plasmid
pos_812	500	Plasmid
pos_813	500	Plasmid
pos_814	500	Plasmid
pos_815	500	Plasmid
pos_816	500	Plasmid
pos_817	500	Plasmid
pos_818	500	Chromosome
pos_819	500	Plasmid
pos_820	500	Plasmid
pos_821	500	Plasmid
pos_822	500	Plasmid
pos_823	500	Plasmid
pos_824	500	Plasmid
pos_825	500	Chromosome
pos_826	500	Chromosome
pos_827	500	Chromosome
pos_828	500	Chromosome
pos_829	500	Plasmid
pos_830	500	Plasmid
pos_831	500	Plasmid
pos_832	500	Chromosome
pos_833	500	Plasmid
pos_834	500	Plasmid
pos_835	500	Plasmid
pos_836	500	Plasmid
pos_837	500	Chromosome
pos_838	500	Plasmid
pos_839	500	Plasmid
pos_840	500	Plasmid
pos_841	500	Plasmid
pos_842	500	Plasmid
pos_843	500	Plasmid
pos_844	500	Chromosome
pos_845	500	Chromosome
pos_846	500	Chromosome
pos_847	500	Chromosome
pos_848	500	Plasmid
pos_849	500	Plasmid
pos_850	500	Plasmid
pos_851	500	Plasmid
pos_852	500	Chromosome
pos_853	500	Plasmid
pos_854	500	Chromosome
pos_855	500	Plasmid
pos_856	500	Plasmid
pos_857	500	Plasmid
pos_858	500	Plasmid
pos_859	500	Chromosome
pos_860	500	Plasmid
pos_861	500	Plasmid
pos_862	500	Plasmid
pos_863	500	Plasmid
pos_864	500	Plasmid
pos_865	500	Plasmid
pos_866	500	Plasmid
pos_867	500	Plasmid
pos_868	500	Chromosome
pos_869	500	Plasmid
pos_870	500	Plasmid
pos_871	500	Chromosome
pos_872	500	Chromosome
pos_873	500	Plasmid
pos_874	500	Chromosome
pos_875	500	Plasmid
pos_876	500	Plasmid
pos_877	500	Chromosome
pos_878	500	Chromosome
pos_879	500	Plasmid
pos_880	500	Plasmid
pos_881	500	Plasmid
pos_882	500	Chromosome
pos_883	500	Chromosome
pos_884	500	Plasmid
pos_885	500	Chromosome
pos_886	500	Chromosome
pos_887	500	Chromosome
pos_888	500	Plasmid
pos_889	500	Plasmid
pos_890	500	Chromosome
pos_891	500	Chromosome
pos_892	500	Chromosome
pos_893	500	Plasmid
pos_894	500	Chromosome
pos_895	500	Chromosome
pos_896	500	Plasmid
pos_897	500	Chromosome
pos_898	500	Plasmid
pos_899	500	Plasmid
pos_900	500	Plasmid
pos_901	500	Chromosome
pos_902	500	Plasmid
pos_903	500	Plasmid
pos_904	500	Plasmid
pos_905	500	Plasmid
pos_906	500	Chromosome
pos_907	500	Chromosome
pos_908	500	Plasmid
pos_909	500	Chromosome
pos_910	500	Chromosome
pos_911	500	Plasmid
pos_912	500	Plasmid
pos_913	500	Plasmid
pos_914	500	Chromosome
pos_915	500	Chromosome
pos_916	500	Plasmid
pos_917	500	Plasmid
pos_918	500	Plasmid
pos_919	500	Plasmid
pos_920	500	Plasmid
pos_921	500	Plasmid
pos_922	500	Plasmid
pos_923	500	Chromosome
pos_924	500	Chromosome
pos_925	500	Plasmid
pos_926	500	Plasmid
pos_927	500	Chromosome
pos_928	500	Plasmid
pos_929	500	Plasmid
pos_930	500	Chromosome
pos_931	500	Chromosome
pos_932	500	Plasmid
pos_933	500	Plasmid
pos_934	500	Chromosome
pos_935	500	Plasmid
pos_936	500	Plasmid
pos_937	500	Chromosome
pos_938	500	Chromosome
pos_939	500	Chromosome
pos_940	500	Plasmid
pos_941	500	Chromosome
pos_942	500	Plasmid
pos_943	500	Plasmid
pos_944	500	Chromosome
pos_945	500	Chromosome
pos_946	500	Plasmid
pos_947	500	Plasmid
pos_948	500	Plasmid
pos_949	500	Plasmid
pos_950	500	Chromosome
pos_951	500	Chromosome
pos_952	500	Chromosome
pos_953	500	Plasmid
pos_954	500	Plasmid
pos_955	500	Plasmid
pos_956	500	Chromosome
pos_957	500	Plasmid
pos_958	500	Chromosome
pos_959	500	Plasmid
pos_960	500	Plasmid
pos_961	500	Plasmid
pos_962	500	Plasmid
pos_963	500	Plasmid
pos_964	500	Plasmid
pos_965	500	Chromosome
pos_966	500	Chromosome
pos_967	500	Chromosome
pos_968	500	Chromosome
pos_969	500	Chromosome
pos_970	500	Chromosome
pos_971	500	Plasmid
pos_972	500	Chromosome
pos_973	500	Chromosome
pos_974	500	Plasmid
pos_975	500	Chromosome
pos_976	500	Plasmid
pos_977	500	Plasmid
pos_978	500	Plasmid
pos_979	500	Chromosome
pos_980	500	Chromosome
pos_981	500	Chromosome
pos_982	500	Plasmid
pos_983	500	Chromosome
pos_984	500	Plasmid
pos_985	500	Plasmid
pos_986	500	Plasmid
pos_987	500	Plasmid
pos_988	500	Chromosome
pos_989	500	Plasmid
pos_990	500	Plasmid
pos_991	500	Chromosome
pos_992	500	Plasmid
pos_993	500	Plasmid
pos_994	500	Plasmid
pos_995	500	Chromosome
pos_996	500	Chromosome
pos_997	500	Chromosome
pos_998	500	Chromosome
pos_999	500	Plasmid
pos_1000	500	Plasmid
pos_1001	500	Plasmid
pos_1002	500	Plasmid
pos_1003	500	Plasmid
pos_1004	500	Plasmid
pos_1005	500	Plasmid
pos_1006	500	Plasmid
pos_1007	500	Plasmid
pos_1008	500	Chromosome
pos_1009	500	Plasmid
pos_1010	500	Chromosome
pos_1011	500	Chromosome
pos_1012	500	Chromosome
pos_1013	500	Chromosome
pos_1014	500	Chromosome
pos_1015	500	Plasmid
pos_1016	500	Plasmid
pos_1017	500	Plasmid
pos_1018	500	Plasmid
pos_1019	500	Plasmid
pos_1020	500	Plasmid
pos_1021	500	Chromosome
pos_1022	500	Chromosome
pos_1023	500	Plasmid
pos_1024	500	Plasmid
pos_1025	500	Chromosome
pos_1026	500	Chromosome
pos_1027	500	Plasmid
pos_1028	500	Plasmid
pos_1029	500	Plasmid
pos_1030	500	Chromosome
pos_1031	500	Chromosome
pos_1032	500	Plasmid
pos_1033	500	Chromosome
pos_1034	500	Chromosome
pos_1035	500	Chromosome
pos_1036	500	Plasmid
pos_1037	500	Plasmid
pos_1038	500	Plasmid
pos_1039	500	Plasmid
pos_1040	500	Plasmid
pos_1041	500	Plasmid
pos_1042	500	Plasmid
pos_1043	500	Chromosome
pos_1044	500	Plasmid
pos_1045	500	Plasmid
pos_1046	500	Plasmid
pos_1047	500	Chromosome
pos_1048	500	Plasmid
pos_1049	500	Plasmid
pos_1050	500	Chromosome
pos_1051	500	Chromosome
pos_1052	500	Chromosome
pos_1053	500	Plasmid
pos_1054	500	Chromosome
pos_1055	500	Plasmid
pos_1056	500	Plasmid
pos_1057	500	Chromosome
pos_1058	500	Plasmid
pos_1059	500	Chromosome
pos_1060	500	Plasmid
pos_1061	500	Chromosome
pos_1062	500	Plasmid
pos_1063	500	Plasmid
pos_1064	500	Plasmid
pos_1065	500	Plasmid
neg_1	500	Plasmid
neg_2	500	Chromosome
neg_3	500	Chromosome
neg_4	500	Plasmid
