#SeqID	Length	Prediction
NODE_108_length_3969_cov_23.9969_ID_18681	3969	Plasmid
NODE_109_length_3893_cov_47.2035_ID_18683	3893	Chromosome
NODE_110_length_3830_cov_38.706_ID_18685	3830	Plasmid
NODE_111_length_3695_cov_30.1332_ID_18687	3695	Chromosome
NODE_112_length_3629_cov_62.7359_ID_18689	3629	Plasmid
NODE_113_length_3452_cov_81.3438_ID_18691	3452	Chromosome
NODE_114_length_3371_cov_67.4768_ID_18693	3371	Plasmid
NODE_115_length_3369_cov_42.8036_ID_18695	3369	Plasmid
NODE_116_length_3286_cov_95.1993_ID_18697	3286	Chromosome
NODE_117_length_3269_cov_11.3774_ID_18699	3269	Plasmid
NODE_118_length_3053_cov_34.6921_ID_18701	3053	Plasmid
NODE_119_length_3001_cov_92.5709_ID_18703	3001	Chromosome
NODE_120_length_2962_cov_31.504_ID_18705	2962	Plasmid
NODE_121_length_2945_cov_89.5218_ID_18707	2945	Chromosome
NODE_122_length_2938_cov_303.386_ID_18709	2938	Chromosome
NODE_123_length_2890_cov_65.1993_ID_18711	2890	Plasmid
NODE_124_length_2699_cov_158.113_ID_18713	2699	Plasmid
NODE_125_length_2458_cov_129.064_ID_18715	2458	Plasmid
NODE_126_length_2455_cov_109.354_ID_18717	2455	Plasmid
NODE_127_length_2425_cov_154.153_ID_18719	2425	Plasmid
NODE_128_length_2388_cov_39.5315_ID_18721	2388	Plasmid
NODE_129_length_2286_cov_59.6123_ID_18723	2286	Chromosome
NODE_130_length_2272_cov_165.915_ID_18725	2272	Plasmid
NODE_131_length_2197_cov_45.6844_ID_18727	2197	Plasmid
NODE_132_length_2143_cov_1748.94_ID_18729	2143	Plasmid
NODE_133_length_2096_cov_28.0818_ID_18731	2096	Plasmid
NODE_134_length_2074_cov_38.1907_ID_18733	2074	Chromosome
NODE_135_length_2070_cov_114.877_ID_18735	2070	Chromosome
NODE_136_length_2003_cov_39.0041_ID_18737	2003	Plasmid
NODE_137_length_1926_cov_34.5692_ID_18739	1926	Chromosome
NODE_138_length_1875_cov_66.1956_ID_18741	1875	Plasmid
NODE_139_length_1729_cov_107.516_ID_18743	1729	Plasmid
NODE_140_length_1561_cov_71.2477_ID_18745	1561	Plasmid
NODE_141_length_1534_cov_97.1373_ID_18747	1534	Plasmid
NODE_142_length_1513_cov_34.5501_ID_18749	1513	Chromosome
NODE_143_length_1477_cov_43.6646_ID_18751	1477	Plasmid
NODE_144_length_1463_cov_307.141_ID_18753	1463	Chromosome
NODE_145_length_1432_cov_28.2142_ID_18755	1432	Chromosome
NODE_146_length_1377_cov_51.382_ID_18757	1377	Plasmid
NODE_147_length_1345_cov_65.0527_ID_18759	1345	Plasmid
NODE_148_length_1344_cov_93.7161_ID_18761	1344	Plasmid
NODE_149_length_1306_cov_75.9289_ID_18763	1306	Plasmid
NODE_150_length_1232_cov_63.8165_ID_18765	1232	Chromosome
NODE_151_length_1223_cov_117.491_ID_18767	1223	Plasmid
NODE_152_length_1202_cov_207.013_ID_18769	1202	Plasmid
NODE_153_length_1157_cov_29.1552_ID_18771	1157	Plasmid
NODE_154_length_1062_cov_61.1559_ID_18773	1062	Plasmid
NODE_155_length_1031_cov_77.8535_ID_18775	1031	Plasmid
NODE_156_length_976_cov_104.352_ID_18777	976	Chromosome
NODE_157_length_946_cov_105.724_ID_18779	946	Chromosome
NODE_158_length_941_cov_145.148_ID_18781	941	Plasmid
NODE_159_length_867_cov_136.227_ID_18783	867	Chromosome
NODE_160_length_820_cov_418.183_ID_18785	820	Chromosome
NODE_161_length_760_cov_1215.34_ID_18787	760	Plasmid
NODE_162_length_744_cov_127.074_ID_18789	744	Plasmid
NODE_163_length_718_cov_60.1569_ID_18791	718	Plasmid
NODE_164_length_667_cov_509.435_ID_18793	667	Plasmid
NODE_165_length_640_cov_211.945_ID_18795	640	Chromosome
NODE_166_length_608_cov_224.215_ID_18797	608	Plasmid
NODE_167_length_606_cov_90.0163_ID_18799	606	Chromosome
NODE_168_length_580_cov_33.3295_ID_18801	580	Plasmid
NODE_169_length_579_cov_39.0248_ID_18803	579	Chromosome
NODE_170_length_577_cov_30.8602_ID_18805	577	Chromosome
NODE_171_length_570_cov_239.346_ID_18807	570	Chromosome
NODE_172_length_566_cov_79.7045_ID_18809	566	Plasmid
NODE_173_length_555_cov_86.236_ID_18811	555	Chromosome
NODE_174_length_538_cov_63.8551_ID_18813	538	Plasmid
NODE_175_length_513_cov_127.384_ID_18815	513	Chromosome
NODE_176_length_475_cov_34.119_ID_18817	475	Plasmid
NODE_177_length_467_cov_289.102_ID_18819	467	Plasmid
NODE_178_length_452_cov_166.02_ID_18821	452	Plasmid
NODE_179_length_436_cov_1.01837_ID_18823	436	Chromosome
NODE_180_length_427_cov_1_ID_18825	427	Plasmid
NODE_181_length_410_cov_0.861972_ID_18827	410	Plasmid
NODE_182_length_406_cov_1.06268_ID_18829	406	Plasmid
NODE_183_length_401_cov_1.01445_ID_18831	401	Plasmid
NODE_184_length_397_cov_0.900585_ID_18833	397	Chromosome
NODE_185_length_394_cov_139.737_ID_18835	394	Plasmid
NODE_186_length_391_cov_1.16667_ID_18837	391	Chromosome
NODE_187_length_391_cov_1.01786_ID_18839	391	Chromosome
NODE_188_length_384_cov_1.01824_ID_18841	384	Plasmid
NODE_189_length_382_cov_1.0581_ID_18843	382	Plasmid
NODE_190_length_375_cov_1.0375_ID_18845	375	Plasmid
NODE_191_length_375_cov_1.02812_ID_18847	375	Chromosome
NODE_192_length_358_cov_0.891089_ID_18849	358	Plasmid
NODE_193_length_355_cov_1.04_ID_18851	355	Plasmid
NODE_194_length_355_cov_35.3767_ID_18853	355	Plasmid
NODE_195_length_354_cov_88.0067_ID_18855	354	Plasmid
NODE_196_length_350_cov_1.24746_ID_18857	350	Chromosome
NODE_197_length_340_cov_39.3719_ID_18859	340	Plasmid
NODE_198_length_338_cov_0.929329_ID_18861	338	Chromosome
NODE_199_length_335_cov_1.11071_ID_18863	335	Chromosome
NODE_200_length_335_cov_1.03214_ID_18865	335	Chromosome
NODE_201_length_324_cov_44.2491_ID_18867	324	Plasmid
NODE_202_length_323_cov_1.01866_ID_18869	323	Chromosome
NODE_203_length_317_cov_1.04962_ID_18871	317	Chromosome
NODE_204_length_314_cov_1.06178_ID_18873	314	Plasmid
NODE_205_length_311_cov_0.867188_ID_18875	311	Chromosome
NODE_206_length_303_cov_34.0645_ID_18877	303	Chromosome
NODE_207_length_302_cov_55.8502_ID_18879	302	Chromosome
NODE_208_length_301_cov_32.2724_ID_18881	301	Chromosome
NODE_209_length_299_cov_63.3361_ID_18883	299	Chromosome
NODE_210_length_298_cov_43.2016_ID_18885	298	Plasmid
NODE_211_length_290_cov_62.6085_ID_18887	290	Plasmid
NODE_212_length_288_cov_42.6524_ID_18889	288	Plasmid
NODE_213_length_276_cov_28.3439_ID_18891	276	Chromosome
NODE_214_length_259_cov_38.9608_ID_18893	259	Chromosome
NODE_215_length_256_cov_42.6517_ID_18895	256	Chromosome
NODE_216_length_255_cov_87.065_ID_18897	255	Chromosome
NODE_217_length_255_cov_31.27_ID_18899	255	Chromosome
NODE_218_length_254_cov_97.5477_ID_18901	254	Plasmid
NODE_219_length_253_cov_46.8182_ID_18903	253	Plasmid
NODE_220_length_241_cov_49.1398_ID_18905	241	Plasmid
NODE_221_length_232_cov_68.7175_ID_18907	232	Plasmid
NODE_222_length_208_cov_39.6405_ID_18909	208	Chromosome
NODE_223_length_202_cov_110.014_ID_18911	202	Plasmid
NODE_224_length_194_cov_50.5252_ID_18913	194	Chromosome
NODE_225_length_188_cov_71.2556_ID_18915	188	Chromosome
NODE_226_length_160_cov_118.124_ID_18917	160	Plasmid
NODE_227_length_154_cov_52.3939_ID_18919	154	Plasmid
NODE_228_length_151_cov_21.5312_ID_18921	151	Chromosome
NODE_229_length_151_cov_91.0312_ID_18923	151	Plasmid
NODE_230_length_150_cov_38.8737_ID_18925	150	Chromosome
NODE_231_length_143_cov_32.6364_ID_18927	143	Plasmid
NODE_232_length_142_cov_28.5057_ID_18929	142	Chromosome
NODE_233_length_136_cov_25.679_ID_18931	136	Plasmid
NODE_234_length_132_cov_32.6104_ID_18933	132	Chromosome
NODE_235_length_130_cov_146.853_ID_18935	130	Chromosome
NODE_236_length_127_cov_97.8056_ID_18937	127	Plasmid
NODE_237_length_127_cov_244.25_ID_18939	127	Plasmid
NODE_238_length_122_cov_68.3731_ID_18941	122	Plasmid
NODE_239_length_121_cov_27.7576_ID_18943	121	Plasmid
NODE_240_length_119_cov_175.469_ID_18945	119	Chromosome
NODE_241_length_115_cov_71.6333_ID_18947	115	Chromosome
NODE_242_length_114_cov_41.9153_ID_18949	114	Plasmid
NODE_243_length_112_cov_10.4386_ID_18951	112	Plasmid
NODE_244_length_112_cov_29.5439_ID_18953	112	Plasmid
NODE_245_length_111_cov_182.214_ID_18955	111	Plasmid
NODE_246_length_111_cov_76.0893_ID_18957	111	Plasmid
NODE_247_length_111_cov_10.1964_ID_18959	111	Plasmid
NODE_248_length_109_cov_87.5741_ID_18961	109	Plasmid
NODE_249_length_109_cov_74.8889_ID_18963	109	Chromosome
NODE_250_length_108_cov_43.6792_ID_18965	108	Plasmid
NODE_251_length_108_cov_74.4717_ID_18967	108	Plasmid
NODE_252_length_107_cov_26.5385_ID_18969	107	Plasmid
NODE_253_length_106_cov_33.9804_ID_18971	106	Plasmid
NODE_254_length_103_cov_49.4375_ID_18973	103	Plasmid
NODE_255_length_102_cov_31.0213_ID_18975	102	Plasmid
NODE_256_length_98_cov_31.7907_ID_18977	98	Plasmid
NODE_257_length_97_cov_38.0476_ID_18979	97	Plasmid
NODE_258_length_97_cov_90.381_ID_18981	97	Plasmid
NODE_259_length_96_cov_99.122_ID_18983	96	Plasmid
NODE_260_length_94_cov_73.9487_ID_18985	94	Chromosome
NODE_261_length_88_cov_26.4545_ID_18987	88	Chromosome
NODE_262_length_87_cov_128.344_ID_18989	87	Chromosome
NODE_263_length_86_cov_54.6774_ID_18991	86	Plasmid
NODE_264_length_85_cov_198.733_ID_18993	85	Chromosome
NODE_265_length_81_cov_78.5385_ID_18995	81	Chromosome
NODE_266_length_79_cov_70.125_ID_18997	79	Chromosome
NODE_267_length_78_cov_156.522_ID_18999	78	Plasmid
NODE_268_length_77_cov_43.5_ID_19001	77	Plasmid
NODE_269_length_76_cov_252.286_ID_19003	76	Chromosome
NODE_270_length_74_cov_35.8947_ID_19005	74	Plasmid
NODE_271_length_73_cov_122.833_ID_19007	73	Chromosome
NODE_272_length_71_cov_69.8125_ID_19009	71	Chromosome
NODE_273_length_70_cov_55.6667_ID_19011	70	Plasmid
NODE_274_length_69_cov_37_ID_19013	69	Chromosome
NODE_275_length_68_cov_207.615_ID_19015	68	Plasmid
NODE_276_length_65_cov_205.4_ID_19017	65	Plasmid
NODE_277_length_63_cov_31.875_ID_19019	63	Chromosome
NODE_278_length_62_cov_288.714_ID_19021	62	Plasmid
NODE_279_length_60_cov_69_ID_19023	60	Plasmid
NODE_280_length_60_cov_232.8_ID_19025	60	Chromosome
NODE_281_length_59_cov_82.5_ID_19027	59	Plasmid
NODE_282_length_59_cov_209.5_ID_19029	59	Plasmid
NODE_283_length_58_cov_96_ID_19031	58	Plasmid
NODE_284_length_58_cov_116_ID_19033	58	Plasmid
NODE_285_length_57_cov_72.5_ID_19035	57	Chromosome
NODE_286_length_56_cov_93_ID_19037	56	Chromosome
NODE_287_length_56_cov_2299_ID_19039	56	Plasmid
NODE_288_length_56_cov_43_ID_19041	56	Chromosome
