#SeqID	Length	Prediction
NODE_243_length_2378_cov_2.38399_ID_71516	2378	Chromosome
NODE_244_length_2360_cov_2.07722_ID_72508	2360	Plasmid
NODE_245_length_2350_cov_2.63747_ID_71868	2350	Chromosome
NODE_246_length_2342_cov_1.99475_ID_71542	2342	Plasmid
NODE_247_length_2337_cov_2.8177_ID_72236	2337	Chromosome
NODE_248_length_2333_cov_1.76119_ID_72182	2333	Chromosome
NODE_249_length_2327_cov_2.42958_ID_72104	2327	Chromosome
NODE_250_length_2327_cov_2.13996_ID_72522	2327	Plasmid
NODE_251_length_2323_cov_2.097_ID_72528	2323	Chromosome
NODE_252_length_2322_cov_1.99206_ID_72534	2322	Chromosome
NODE_253_length_2317_cov_2.65738_ID_72060	2317	Plasmid
NODE_254_length_2310_cov_2.10067_ID_71648	2310	Chromosome
NODE_255_length_2308_cov_2.09498_ID_71878	2308	Chromosome
NODE_256_length_2300_cov_2.06682_ID_72550	2300	Chromosome
NODE_257_length_2297_cov_2.07583_ID_72552	2297	Chromosome
NODE_258_length_2296_cov_30.0683_ID_72554	2296	Plasmid
NODE_259_length_2291_cov_2.09347_ID_72560	2291	Chromosome
NODE_260_length_2291_cov_1.94812_ID_71922	2291	Plasmid
NODE_261_length_2290_cov_2.02595_ID_72562	2290	Chromosome
NODE_262_length_2289_cov_1.93644_ID_72564	2289	Plasmid
NODE_263_length_2289_cov_31.9763_ID_72566	2289	Plasmid
NODE_264_length_2288_cov_2.39051_ID_71614	2288	Chromosome
NODE_265_length_2281_cov_2.10467_ID_72568	2281	Plasmid
NODE_266_length_2278_cov_2.52677_ID_71884	2278	Chromosome
NODE_267_length_2278_cov_2.28835_ID_72570	2278	Chromosome
NODE_268_length_2274_cov_2.0374_ID_71460	2274	Chromosome
NODE_269_length_2271_cov_16.0077_ID_72576	2271	Plasmid
NODE_270_length_2267_cov_2.5434_ID_72578	2267	Plasmid
NODE_271_length_2262_cov_2.31309_ID_71998	2262	Plasmid
NODE_272_length_2248_cov_2.22526_ID_72234	2248	Chromosome
NODE_273_length_2243_cov_1.89077_ID_72596	2243	Chromosome
NODE_274_length_2242_cov_1.86557_ID_72334	2242	Chromosome
NODE_275_length_2234_cov_2.15099_ID_72606	2234	Chromosome
NODE_276_length_2231_cov_1.98667_ID_72608	2231	Plasmid
NODE_277_length_2225_cov_2.37419_ID_72614	2225	Chromosome
NODE_278_length_2223_cov_1.91421_ID_72616	2223	Chromosome
NODE_279_length_2217_cov_2.36679_ID_72624	2217	Chromosome
NODE_280_length_2212_cov_2.45016_ID_72634	2212	Plasmid
NODE_281_length_2210_cov_1.76148_ID_72636	2210	Chromosome
NODE_282_length_2209_cov_2.03296_ID_71686	2209	Chromosome
NODE_283_length_2209_cov_2.34262_ID_72638	2209	Plasmid
NODE_284_length_2208_cov_65.7297_ID_72640	2208	Plasmid
NODE_285_length_2202_cov_2.43037_ID_72642	2202	Chromosome
NODE_286_length_2199_cov_2.1819_ID_72644	2199	Chromosome
NODE_287_length_2195_cov_1.91402_ID_72646	2195	Chromosome
NODE_288_length_2184_cov_2.33255_ID_72648	2184	Plasmid
NODE_289_length_2184_cov_2.84406_ID_72650	2184	Chromosome
NODE_290_length_2181_cov_2.51787_ID_72656	2181	Chromosome
NODE_291_length_2175_cov_2.51085_ID_71682	2175	Chromosome
NODE_292_length_2168_cov_2.31235_ID_71762	2168	Plasmid
NODE_293_length_2160_cov_2.4285_ID_72668	2160	Chromosome
NODE_294_length_2155_cov_2.46619_ID_72120	2155	Chromosome
NODE_295_length_2155_cov_2.13667_ID_72674	2155	Chromosome
NODE_296_length_2150_cov_2.19284_ID_72680	2150	Chromosome
NODE_297_length_2149_cov_1.86055_ID_72682	2149	Chromosome
NODE_298_length_2147_cov_2.82361_ID_72684	2147	Chromosome
NODE_299_length_2146_cov_1.98278_ID_72686	2146	Plasmid
NODE_300_length_2144_cov_2.14696_ID_72688	2144	Chromosome
NODE_301_length_2143_cov_2.33812_ID_72274	2143	Chromosome
NODE_302_length_2142_cov_1.90273_ID_72356	2142	Chromosome
NODE_303_length_2139_cov_2.15643_ID_72698	2139	Plasmid
NODE_304_length_2135_cov_2.3125_ID_71766	2135	Chromosome
NODE_305_length_2124_cov_2.01547_ID_72704	2124	Chromosome
NODE_306_length_2124_cov_2.01933_ID_72706	2124	Chromosome
NODE_307_length_2122_cov_2.23706_ID_72410	2122	Chromosome
NODE_308_length_2122_cov_2.56894_ID_72708	2122	Chromosome
NODE_309_length_2120_cov_1.82034_ID_72710	2120	Chromosome
NODE_310_length_2112_cov_2.09091_ID_72716	2112	Chromosome
NODE_311_length_2109_cov_2.07741_ID_72718	2109	Chromosome
NODE_312_length_2097_cov_2.68022_ID_72734	2097	Chromosome
NODE_313_length_2091_cov_1.97348_ID_71518	2091	Chromosome
NODE_314_length_2083_cov_1.94428_ID_72744	2083	Chromosome
NODE_315_length_2080_cov_2.33432_ID_72750	2080	Chromosome
NODE_316_length_2079_cov_46.504_ID_72752	2079	Plasmid
NODE_317_length_2067_cov_2.083_ID_71790	2067	Chromosome
NODE_318_length_2067_cov_2.4165_ID_72758	2067	Chromosome
NODE_319_length_2064_cov_1.90841_ID_72112	2064	Chromosome
NODE_320_length_2060_cov_2.05736_ID_72760	2060	Chromosome
NODE_321_length_2057_cov_1.87063_ID_72762	2057	Plasmid
NODE_322_length_2050_cov_2.36792_ID_72062	2050	Chromosome
NODE_323_length_2046_cov_2.45053_ID_71636	2046	Chromosome
NODE_324_length_2045_cov_2.12513_ID_72764	2045	Chromosome
NODE_325_length_2045_cov_1.99548_ID_72766	2045	Plasmid
NODE_326_length_2044_cov_1.90649_ID_72772	2044	Chromosome
NODE_327_length_2043_cov_2.32495_ID_72774	2043	Plasmid
NODE_328_length_2043_cov_2.97233_ID_72776	2043	Chromosome
NODE_329_length_2040_cov_2.01209_ID_72778	2040	Plasmid
NODE_330_length_2036_cov_2.00707_ID_72780	2036	Chromosome
NODE_331_length_2036_cov_2.45785_ID_72336	2036	Plasmid
NODE_332_length_2034_cov_2.2092_ID_72782	2034	Chromosome
NODE_333_length_2034_cov_1.60232_ID_72100	2034	Chromosome
NODE_334_length_2033_cov_2.28716_ID_72784	2033	Plasmid
NODE_335_length_2026_cov_2.32674_ID_71722	2026	Chromosome
NODE_336_length_2022_cov_1.95119_ID_72786	2022	Chromosome
NODE_337_length_2019_cov_2.33045_ID_72788	2019	Plasmid
NODE_338_length_2018_cov_2.11717_ID_72324	2018	Chromosome
NODE_339_length_2016_cov_2.70882_ID_72790	2016	Chromosome
NODE_340_length_2013_cov_1.8427_ID_72792	2013	Plasmid
NODE_341_length_2012_cov_2.11242_ID_72794	2012	Chromosome
NODE_342_length_2012_cov_2.06438_ID_72796	2012	Chromosome
NODE_343_length_2011_cov_2.01534_ID_72016	2011	Plasmid
NODE_344_length_2006_cov_2.44593_ID_72802	2006	Plasmid
NODE_345_length_2004_cov_2.83838_ID_72808	2004	Plasmid
NODE_346_length_2003_cov_2.14733_ID_72810	2003	Chromosome
NODE_347_length_2001_cov_2.26105_ID_72816	2001	Plasmid
NODE_348_length_1996_cov_1.96857_ID_71978	1996	Chromosome
NODE_349_length_1990_cov_2.41447_ID_72474	1990	Plasmid
NODE_350_length_1990_cov_2.01602_ID_72832	1990	Plasmid
NODE_351_length_1988_cov_2.13192_ID_72834	1988	Chromosome
NODE_352_length_1984_cov_2.48367_ID_72836	1984	Plasmid
NODE_353_length_1984_cov_2.4282_ID_72838	1984	Chromosome
NODE_354_length_1977_cov_2.36108_ID_72840	1977	Chromosome
NODE_355_length_1975_cov_2.07969_ID_72174	1975	Chromosome
NODE_356_length_1974_cov_2.13757_ID_72842	1974	Chromosome
NODE_357_length_1963_cov_1.75681_ID_72048	1963	Chromosome
NODE_358_length_1961_cov_1.98583_ID_72852	1961	Plasmid
NODE_359_length_1960_cov_2.93123_ID_72854	1960	Chromosome
NODE_360_length_1959_cov_2.48582_ID_72476	1959	Plasmid
NODE_361_length_1950_cov_2.36887_ID_72592	1950	Chromosome
NODE_362_length_1946_cov_2.24537_ID_72864	1946	Chromosome
NODE_363_length_1939_cov_2.29034_ID_72558	1939	Plasmid
NODE_364_length_1937_cov_38.0781_ID_72866	1937	Plasmid
NODE_365_length_1936_cov_2.3243_ID_72868	1936	Plasmid
NODE_366_length_1936_cov_2.65125_ID_72870	1936	Chromosome
NODE_367_length_1934_cov_2.05375_ID_72872	1934	Plasmid
NODE_368_length_1932_cov_1.91369_ID_72874	1932	Plasmid
NODE_369_length_1931_cov_1.97441_ID_72876	1931	Chromosome
NODE_370_length_1930_cov_2.32693_ID_71846	1930	Chromosome
NODE_371_length_1928_cov_2.56487_ID_72878	1928	Chromosome
NODE_372_length_1923_cov_2.33887_ID_72880	1923	Plasmid
NODE_373_length_1922_cov_1.92287_ID_71992	1922	Chromosome
NODE_374_length_1920_cov_1.91421_ID_71522	1920	Chromosome
NODE_375_length_1916_cov_1.84524_ID_72210	1916	Chromosome
NODE_376_length_1915_cov_2.51774_ID_72882	1915	Chromosome
NODE_377_length_1913_cov_2.37944_ID_72244	1913	Chromosome
NODE_378_length_1913_cov_2.06459_ID_72008	1913	Plasmid
NODE_379_length_1911_cov_2.45636_ID_72884	1911	Chromosome
NODE_380_length_1911_cov_2.243_ID_72886	1911	Chromosome
NODE_381_length_1910_cov_2.26469_ID_72888	1910	Chromosome
NODE_382_length_1909_cov_1.80421_ID_72890	1909	Chromosome
NODE_383_length_1908_cov_2.19428_ID_71602	1908	Chromosome
NODE_384_length_1906_cov_1.9222_ID_72896	1906	Plasmid
NODE_385_length_1905_cov_2.87351_ID_72130	1905	Chromosome
NODE_386_length_1904_cov_2.5484_ID_72898	1904	Chromosome
NODE_387_length_1904_cov_2.01298_ID_72900	1904	Plasmid
NODE_388_length_1903_cov_1.85823_ID_72902	1903	Chromosome
NODE_389_length_1897_cov_2.0228_ID_72328	1897	Chromosome
NODE_390_length_1897_cov_2.10098_ID_72502	1897	Chromosome
NODE_391_length_1896_cov_2.14992_ID_72904	1896	Chromosome
NODE_392_length_1893_cov_2.5827_ID_72906	1893	Chromosome
NODE_393_length_1892_cov_2.49973_ID_72908	1892	Chromosome
NODE_394_length_1891_cov_2.06046_ID_72910	1891	Chromosome
NODE_395_length_1885_cov_2.15301_ID_72916	1885	Chromosome
NODE_396_length_1884_cov_2.19355_ID_72918	1884	Plasmid
NODE_397_length_1879_cov_1.66941_ID_72920	1879	Chromosome
NODE_398_length_1879_cov_2.63542_ID_72922	1879	Plasmid
NODE_399_length_1876_cov_2.16035_ID_71816	1876	Chromosome
NODE_400_length_1874_cov_2.4387_ID_72924	1874	Plasmid
NODE_401_length_1874_cov_2.1149_ID_71732	1874	Plasmid
NODE_402_length_1873_cov_1.91419_ID_72926	1873	Chromosome
NODE_403_length_1866_cov_2.00607_ID_71934	1866	Chromosome
NODE_404_length_1854_cov_2.49138_ID_72940	1854	Chromosome
NODE_405_length_1848_cov_2.68712_ID_72946	1848	Chromosome
NODE_406_length_1848_cov_2.16564_ID_72948	1848	Chromosome
NODE_407_length_1844_cov_2.01677_ID_72950	1844	Chromosome
NODE_408_length_1844_cov_2.41252_ID_71916	1844	Plasmid
NODE_409_length_1844_cov_2.07714_ID_71940	1844	Plasmid
NODE_410_length_1842_cov_2.54169_ID_72952	1842	Chromosome
NODE_411_length_1834_cov_1.99888_ID_72954	1834	Chromosome
